,customer_id,age,gender,CityOfBirth,dateOfCustomer,depositAverage,ConsumerLoan,CarLoan,Mortgage,CreditCard,AddCreditCard,Overdraft,HGS,DepositAccount,CurrencyDepositAccount,BES,HouseInsurance,CarInsurance,LifeInsurance,HealthInsurance,ComplementaryHealthInsurance
11443,11444,51,F,Kilis,1996-11-03,4901028,297903,240703,8478420,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,N
11444,11445,72,F,Giresun,2012-08-16,5147719,899407,903531,9050599,Y,Y,N,Y,Y,Y,N,N,N,N,Y,Y
11445,11446,69,M,Karaman,2015-02-01,3211589,911422,324706,6102028,N,Y,N,N,Y,Y,N,N,Y,Y,Y,Y
11446,11447,47,M,Erzincan,2001-01-27,3114169,26425,802754,8528709,Y,Y,N,Y,Y,N,Y,N,N,Y,Y,N
11447,11448,28,M,Kilis,2012-05-09,3472614,992956,899742,8291036,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y
11448,11449,30,M,Erzurum,2006-05-06,3296632,642894,964424,3788588,N,Y,N,N,Y,N,N,N,Y,Y,N,N
11449,11450,25,M,Kırşehir,1995-11-13,9955924,541556,233652,4811102,N,N,Y,Y,N,N,N,N,Y,Y,N,Y
11450,11451,61,M,Van,1994-01-19,5142322,256920,898763,5200703,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,N
11451,11452,50,M,İzmir,2014-03-13,5830661,30844,628021,4660486,N,N,N,Y,N,Y,Y,Y,Y,N,N,N
11452,11453,63,F,İstanbul,1991-08-02,7393082,820807,922729,7323697,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N
11453,11454,42,F,İçel (Mersin),2014-12-11,486987,817860,869533,6611803,N,N,N,Y,N,N,N,N,Y,N,Y,Y
11454,11455,42,M,Adana,2014-01-22,9069765,373503,689976,8702609,N,N,N,Y,N,N,N,N,N,Y,N,N
11455,11456,35,M,Sivas,2022-01-03,3102847,651042,973165,8143992,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N
11456,11457,65,M,Kırşehir,2020-09-23,93757,78802,910557,1790586,N,Y,Y,N,Y,Y,N,Y,N,Y,Y,N
11457,11458,29,F,Ankara,1994-04-15,3017611,326409,58487,521583,N,N,N,N,N,N,N,Y,Y,Y,N,N
11458,11459,66,F,Muş,2007-09-25,9863364,770272,205060,7343004,Y,N,N,N,N,Y,Y,N,N,N,N,N
11459,11460,56,M,Kastamonu,2008-01-17,3011857,989417,467522,2149600,Y,N,Y,Y,N,N,Y,Y,N,N,Y,N
11460,11461,69,M,Kahramanmaraş,1982-05-26,7566299,404486,789909,9497517,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N
11461,11462,68,M,Edirne,2020-02-25,4982814,766685,400517,4519768,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N
11462,11463,77,F,Erzincan,2002-10-18,5471955,584274,857497,1920620,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N
11463,11464,41,M,Şanlıurfa,1989-09-02,554556,710640,6673,6189953,N,Y,N,Y,N,N,Y,N,N,Y,N,Y
11464,11465,32,F,Giresun,2007-10-11,6455987,659253,33792,302955,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y
11465,11466,28,M,Çorum,2017-05-12,7780336,118464,239761,6632025,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N
11466,11467,42,F,Tunceli,1998-08-20,2563082,784862,977103,2243937,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,N
11467,11468,80,M,Eskişehir,1986-10-15,7010268,764281,186904,3621288,N,N,Y,Y,Y,N,Y,N,N,N,Y,Y
11468,11469,36,F,Antalya,1985-08-18,6674455,551903,125751,7247854,N,N,Y,Y,N,Y,N,N,N,N,Y,Y
11469,11470,51,F,Burdur,1981-03-24,4846863,990321,780163,5981256,Y,Y,N,Y,N,N,Y,Y,Y,N,Y,Y
11470,11471,74,F,Bolu,1990-05-17,3718056,214541,454722,6100367,N,N,Y,Y,N,N,N,Y,Y,N,N,Y
11471,11472,41,F,Konya,2017-12-04,8810346,670230,441172,7705145,N,Y,N,N,N,N,Y,Y,N,Y,N,N
11472,11473,68,F,Tunceli,2021-11-01,9756909,372787,604048,2673876,Y,N,N,Y,Y,N,N,Y,Y,N,N,N
11473,11474,45,M,Niğde,1997-04-03,2027187,452912,730995,5424026,N,Y,N,Y,Y,N,Y,Y,N,N,N,N
11474,11475,54,M,Samsun,2012-03-17,1639761,915841,74922,4638345,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N
11475,11476,25,F,Amasya,1990-08-10,8336438,509770,529272,149033,Y,N,N,Y,N,N,N,Y,N,N,Y,N
11476,11477,80,F,Rize,1981-10-21,6323695,108900,138193,4778949,Y,N,Y,Y,N,N,Y,N,N,Y,Y,Y
11477,11478,55,F,Muğla,1986-04-17,5132944,443660,447976,5290626,Y,N,N,Y,N,N,N,Y,Y,N,N,N
11478,11479,19,M,Afyon,2002-02-24,9929309,535757,112481,3151881,N,Y,N,N,Y,Y,N,N,Y,Y,Y,Y
11479,11480,23,F,Uşak,2010-04-04,6446115,465468,434128,3016407,N,N,Y,N,N,N,N,Y,Y,Y,N,N
11480,11481,61,F,Eskişehir,1996-04-07,546452,959034,834741,8906855,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y
11481,11482,31,M,Düzce,2005-12-19,3940027,382373,866357,205898,Y,N,N,Y,Y,N,N,Y,N,N,Y,N
11482,11483,27,M,Niğde,2017-12-26,312625,596518,565262,8196611,N,N,N,Y,N,Y,N,Y,Y,Y,N,N
11483,11484,56,F,Yalova,1996-02-28,4432167,75665,537040,4589843,N,Y,Y,N,N,Y,N,Y,N,Y,Y,N
11484,11485,76,F,Bolu,2016-01-25,1197615,78261,165391,6154324,Y,N,N,N,Y,N,N,Y,N,Y,N,Y
11485,11486,64,F,Diyarbakır,1991-07-13,5701702,549866,181603,3956331,N,N,Y,N,Y,N,Y,Y,N,N,N,N
11486,11487,30,M,Batman,2011-10-09,144394,850538,746791,9512616,N,N,N,N,N,N,Y,N,Y,Y,N,N
11487,11488,50,M,Kars,2002-01-08,6017937,313104,538654,8104045,Y,N,Y,N,N,Y,N,N,Y,N,Y,N
11488,11489,55,M,Karaman,2011-08-15,3675573,670646,793745,5914840,Y,N,N,Y,Y,N,N,Y,N,Y,Y,N
11489,11490,37,F,Kars,1999-06-20,7987077,382106,716150,2958850,N,N,Y,Y,N,N,N,N,Y,Y,N,Y
11490,11491,21,F,Sinop,2019-08-04,2630341,5636,687597,6642690,Y,N,Y,Y,Y,N,Y,N,N,N,Y,N
11491,11492,31,M,Mardin,1986-10-07,8438995,318228,203696,154336,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,N
11492,11493,71,M,Ağrı,2008-08-30,4966830,962380,905468,9739289,Y,Y,N,N,N,N,Y,N,N,N,N,N
11493,11494,29,M,Zonguldak,1986-02-08,9356038,901041,816697,6582793,N,N,Y,Y,Y,Y,N,N,N,N,N,Y
11494,11495,63,M,Kırşehir,2007-04-14,5178273,734605,645476,2144264,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y
11495,11496,28,M,Ankara,2021-10-01,2281131,294224,294148,703583,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y
11496,11497,25,F,Siirt,1983-03-15,2318307,609638,675018,7390629,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N
11497,11498,21,M,Bilecik,2008-05-22,9217949,327866,584262,1621455,Y,N,Y,Y,Y,Y,N,N,Y,N,N,N
11498,11499,65,M,Şanlıurfa,2005-05-04,3607634,341583,255733,7298790,N,N,N,N,N,N,Y,N,Y,N,Y,N
11499,11500,77,F,Çanakkale,2018-11-10,5107052,980241,55700,163931,N,Y,N,Y,Y,N,Y,N,Y,Y,N,N
11500,11501,20,M,Batman,1985-08-14,5075904,296661,580100,8677291,Y,Y,Y,N,N,Y,N,N,N,Y,Y,N
11501,11502,79,F,Adıyaman,2000-05-09,9089069,251035,551549,2263683,Y,Y,N,N,N,N,Y,N,N,Y,Y,Y
11502,11503,74,F,Bilecik,1993-03-09,4542114,969577,836593,4180476,N,N,N,N,Y,N,N,Y,Y,N,Y,Y
11503,11504,41,M,Konya,1990-10-29,460112,797336,560424,1527643,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N
11504,11505,75,F,Nevşehir,2012-03-28,4271790,294222,193791,828899,Y,N,N,N,Y,Y,Y,N,N,Y,Y,N
11505,11506,49,M,Adana,1986-02-25,4036968,861525,290991,5001398,Y,N,Y,N,Y,N,Y,Y,N,N,Y,N
11506,11507,50,F,Kocaeli,2015-03-24,9571782,51722,638062,822595,N,N,Y,N,N,N,Y,Y,Y,Y,N,N
11507,11508,27,F,Balıkesir,1996-07-30,3025385,907550,380644,5570733,Y,N,N,Y,N,Y,Y,Y,Y,N,N,Y
11508,11509,54,F,Van,1990-03-16,5843918,628660,529543,3050633,Y,Y,Y,N,N,N,N,N,N,N,Y,N
11509,11510,20,M,Antalya,1989-02-20,8074021,979692,722021,5234961,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y
11510,11511,53,M,Ardahan,2019-06-05,2311619,215594,19767,4165443,Y,Y,Y,N,N,Y,N,Y,N,N,N,Y
11511,11512,29,F,Aydın,2020-08-31,5165203,980711,837941,8069102,Y,N,N,N,Y,N,Y,N,N,N,Y,Y
11512,11513,77,F,Muğla,1993-06-01,66491,766715,544598,3940894,Y,Y,N,Y,N,N,N,N,Y,Y,Y,Y
11513,11514,75,F,Hakkari,2019-08-08,1219631,466249,884505,81801,N,N,Y,N,Y,Y,N,N,Y,N,Y,N
11514,11515,49,M,Burdur,2005-09-03,2367332,339301,352869,5214734,Y,Y,N,Y,Y,N,Y,N,N,Y,Y,N
11515,11516,76,F,Trabzon,2020-04-03,999089,714363,849257,8820659,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y
11516,11517,63,M,Düzce,2003-12-19,3796408,896522,654226,2280468,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,Y
11517,11518,21,M,Edirne,2003-04-18,6474887,100353,439840,8084874,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,N
11518,11519,55,F,Ağrı,2012-03-09,2545048,502434,990046,8263027,N,N,Y,Y,Y,N,Y,N,N,Y,Y,N
11519,11520,56,M,Gaziantep,2021-11-22,2841149,388833,325519,5657766,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y
11520,11521,62,M,Niğde,2012-12-10,4976359,105254,353051,7330290,N,Y,N,N,Y,N,N,N,N,N,N,Y
11521,11522,20,M,Mardin,1980-12-16,3690430,74308,183079,459554,Y,N,Y,N,N,N,N,Y,N,N,N,Y
11522,11523,64,M,Antalya,1987-05-30,9429259,257000,430791,8944762,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N
11523,11524,20,F,Tokat,1997-12-21,3765143,343900,565740,932215,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N
11524,11525,74,F,Burdur,2001-11-02,6594775,492032,679143,3898168,N,Y,Y,Y,Y,Y,N,N,N,N,N,N
11525,11526,66,M,İçel (Mersin),1981-06-03,164688,783455,570872,2155601,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,N
11526,11527,66,M,Gaziantep,1992-08-19,2973157,506738,417514,7313347,N,N,N,Y,Y,Y,N,N,Y,N,Y,N
11527,11528,32,M,Osmaniye,1996-11-21,4316231,15572,672844,3035204,Y,N,N,N,N,N,N,Y,N,N,N,N
11528,11529,80,F,Abroad,2002-02-05,6632636,773400,23293,9639134,N,N,Y,N,Y,Y,N,Y,Y,Y,N,N
11529,11530,63,M,Aydın,1987-07-30,6398385,105023,576072,322974,N,Y,N,Y,Y,N,Y,N,Y,N,N,N
11530,11531,60,F,Tekirdağ,1982-12-09,6510540,6373,194031,4706293,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y
11531,11532,67,M,Kastamonu,2022-09-08,1626726,593466,37567,8991824,N,Y,N,N,N,Y,Y,Y,Y,Y,N,Y
11532,11533,54,M,Zonguldak,2010-08-12,3726267,859832,879960,7297785,N,Y,N,Y,N,N,Y,N,N,Y,Y,N
11533,11534,30,M,Isparta,1986-02-20,3296611,926579,10491,966212,Y,Y,N,Y,N,Y,N,Y,N,Y,N,Y
11534,11535,62,M,Kars,2010-05-04,111359,543825,263710,8909394,Y,N,Y,Y,N,N,N,N,Y,N,Y,Y
11535,11536,70,F,Balıkesir,2021-10-09,2148277,346977,418317,2707356,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,N
11536,11537,58,M,Eskişehir,2001-08-07,3142950,244528,173695,4972335,N,N,Y,N,N,Y,Y,Y,N,N,N,N
11537,11538,66,F,Eskişehir,2010-10-05,6726375,883914,755025,7838144,Y,N,Y,N,N,N,N,Y,N,N,Y,N
11538,11539,77,F,Nevşehir,2019-09-19,3978411,961034,674218,9696806,Y,Y,N,N,Y,N,Y,N,N,Y,N,N
11539,11540,80,F,İçel (Mersin),2016-09-18,4969375,669692,678005,2375893,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y
11540,11541,76,F,Eskişehir,1992-08-30,784424,737941,851579,3551298,Y,Y,Y,N,N,Y,N,N,Y,N,Y,Y
11541,11542,29,M,Denizli,1999-11-14,9170873,968778,506372,1896593,N,N,Y,Y,N,N,N,Y,N,Y,N,N
11542,11543,56,F,Zonguldak,2006-11-10,3802276,562981,2366,6884663,N,N,N,N,N,N,N,Y,N,N,Y,N
11543,11544,71,M,Afyon,2004-05-08,6526876,860652,255857,7442461,N,Y,Y,N,Y,N,Y,Y,Y,N,N,N
11544,11545,62,M,Sakarya,1980-05-27,2042439,442703,289516,5444112,Y,N,Y,N,Y,Y,Y,N,N,N,N,N
11545,11546,77,F,Kocaeli,1987-05-24,6355554,180428,77012,6635008,Y,N,N,N,Y,N,Y,Y,N,N,N,Y
11546,11547,33,F,Karabük,1997-09-07,8574834,789721,107747,8594046,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N
11547,11548,52,F,Trabzon,2005-07-19,6370516,326559,799107,9058138,N,N,Y,N,N,N,N,Y,Y,N,Y,N
11548,11549,48,M,Gaziantep,2009-01-18,6680304,125505,158148,7493119,Y,N,Y,Y,N,N,N,N,N,Y,N,N
11549,11550,34,M,Iğdır,1983-02-21,6468275,746948,994145,5311195,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,N
11550,11551,80,F,Adıyaman,1999-09-04,5409502,884786,546814,78927,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N
11551,11552,51,M,Kırşehir,2015-03-05,8079576,301802,447512,5608544,N,Y,Y,N,Y,N,N,Y,N,N,N,N
11552,11553,18,F,Zonguldak,1997-12-31,7233420,957606,767577,4903373,N,N,N,Y,N,N,Y,Y,N,N,Y,Y
11553,11554,23,F,Kütahya,1998-07-27,1278005,278491,21910,6512713,N,Y,Y,N,N,N,N,N,Y,N,N,N
11554,11555,70,M,Kars,2022-09-08,8935773,160216,156858,9970764,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N
11555,11556,75,M,Uşak,2016-01-16,4463820,43707,706827,3670317,Y,N,Y,Y,Y,N,N,N,N,Y,Y,Y
11556,11557,80,M,Antalya,2013-12-05,8076501,799890,585259,5547760,N,N,Y,Y,N,Y,N,N,Y,N,Y,N
11557,11558,27,F,Eskişehir,1987-06-04,1015262,406326,80692,699214,N,N,N,Y,N,Y,Y,N,Y,N,Y,N
11558,11559,21,M,Artvin,2009-01-30,8766931,840169,628443,8155172,N,N,Y,Y,N,Y,N,Y,Y,Y,N,Y
11559,11560,20,M,Trabzon,2013-09-15,5974184,286586,421126,9447128,N,N,Y,Y,Y,N,Y,Y,N,Y,N,Y
11560,11561,52,F,Artvin,1983-09-21,6722127,455621,790951,2682627,Y,N,N,N,N,Y,N,Y,Y,Y,Y,Y
11561,11562,70,M,Antalya,1990-06-17,7395437,112577,662437,5636905,Y,N,N,N,Y,Y,Y,N,N,Y,Y,Y
11562,11563,60,F,Ardahan,2001-06-04,9434095,956647,786144,2996309,Y,Y,N,Y,N,Y,N,N,N,N,N,N
11563,11564,23,M,İstanbul,2003-04-14,3079945,717610,533198,3948286,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y
11564,11565,25,F,Uşak,2021-10-08,2561831,731094,763823,1401471,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y
11565,11566,47,F,Afyon,1996-10-24,956634,85394,387309,9393265,Y,N,N,N,Y,Y,Y,Y,Y,N,Y,Y
11566,11567,58,F,Muş,2006-08-07,4602893,511390,587249,1896491,N,N,Y,Y,Y,N,N,N,Y,N,Y,Y
11567,11568,73,F,Trabzon,2015-08-13,3962262,381234,117020,7144354,N,N,N,N,N,N,N,N,Y,Y,Y,Y
11568,11569,45,M,Gaziantep,2006-09-07,2485657,553959,680912,4459668,Y,N,N,Y,N,Y,Y,N,Y,N,N,Y
11569,11570,35,M,Ağrı,2015-04-20,5362327,15872,954286,6569512,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y
11570,11571,68,M,Niğde,2018-02-17,2373809,816305,58120,1373530,Y,N,Y,N,Y,Y,N,N,Y,N,N,Y
11571,11572,23,M,Mardin,2005-03-07,4303701,457831,477305,2161366,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y
11572,11573,68,M,Manisa,1996-02-21,2818629,60246,684798,7306933,Y,N,Y,Y,N,N,Y,Y,N,Y,Y,Y
11573,11574,30,M,Yozgat,2020-05-30,3721129,349545,806418,6394798,N,N,N,N,Y,Y,N,N,N,N,Y,Y
11574,11575,24,M,Gaziantep,2004-08-26,841463,471393,632730,6474726,N,N,Y,N,Y,N,N,N,Y,Y,Y,N
11575,11576,20,F,Artvin,2018-03-01,8701122,45955,683414,2392819,N,Y,N,N,N,N,N,Y,Y,N,Y,Y
11576,11577,70,M,Ağrı,1993-03-17,4742136,169564,112766,9669653,N,N,N,Y,Y,Y,N,N,Y,N,N,N
11577,11578,66,M,Bartın,1989-08-13,6479230,524456,504723,5334193,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,Y
11578,11579,26,M,Kahramanmaraş,2016-04-09,7543193,467069,622041,4069667,N,N,Y,Y,N,N,N,Y,N,Y,Y,Y
11579,11580,33,M,Çankırı,1996-09-27,1849535,781009,204445,6225921,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y
11580,11581,55,F,İzmir,1980-03-21,8885892,465035,581605,9423772,Y,N,N,N,N,N,Y,Y,N,N,N,Y
11581,11582,57,F,İzmir,2008-06-22,4154640,970526,58163,4973297,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N
11582,11583,79,F,Gaziantep,1993-05-25,9104281,987710,267041,963633,Y,Y,N,Y,N,N,N,Y,N,Y,Y,Y
11583,11584,39,F,Bilecik,1992-06-04,370889,831632,382190,8712593,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y
11584,11585,37,M,Balıkesir,2014-03-23,3857782,885809,774912,3254100,N,N,Y,N,N,N,N,N,N,Y,N,N
11585,11586,76,F,Tekirdağ,1981-07-09,7120092,370219,147714,2035148,N,N,Y,Y,Y,Y,Y,N,Y,N,N,Y
11586,11587,51,F,Ağrı,2004-09-04,1226448,796078,536939,2792177,N,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y
11587,11588,18,F,Rize,1990-05-14,8689337,716249,434667,1737460,N,Y,N,N,Y,Y,Y,N,N,N,Y,Y
11588,11589,26,M,Karabük,2018-12-12,5498769,76905,451549,4750378,N,N,Y,Y,N,N,Y,Y,Y,Y,N,N
11589,11590,32,F,Eskişehir,2018-04-21,6193964,192262,750146,1476785,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y
11590,11591,67,F,Kayseri,1999-01-25,1598514,653051,48189,4333827,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y
11591,11592,60,F,Antalya,1988-12-21,7184647,840448,465746,5902792,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,N
11592,11593,66,M,Eskişehir,1991-10-26,5766468,148361,257022,8487882,N,N,Y,Y,Y,Y,N,N,N,N,N,Y
11593,11594,57,F,İçel (Mersin),1993-07-20,9321476,36637,904849,5519041,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N
11594,11595,73,F,Gümüşhane,1984-07-03,7926328,316168,444384,4111905,Y,Y,N,Y,N,Y,Y,N,N,N,Y,N
11595,11596,55,F,Uşak,2022-03-23,6177020,424052,561456,9616475,Y,N,Y,N,N,N,Y,N,Y,N,N,Y
11596,11597,67,M,Edirne,1984-08-09,3832870,715476,868756,3903640,N,N,Y,Y,N,Y,N,Y,Y,N,N,Y
11597,11598,67,M,Siirt,2016-11-05,1112200,642760,997775,4684693,Y,Y,N,Y,N,N,N,Y,Y,Y,Y,N
11598,11599,56,M,Ankara,1994-07-06,4622628,198009,326992,3937230,N,N,Y,N,N,N,N,N,Y,N,Y,Y
11599,11600,75,F,Zonguldak,2020-02-02,5802730,482738,658281,2246093,N,N,Y,Y,Y,N,Y,Y,N,N,Y,N
11600,11601,48,F,Balıkesir,1990-04-17,9505641,533923,28132,471248,Y,Y,N,Y,N,Y,N,N,N,N,Y,Y
11601,11602,62,F,Zonguldak,1996-04-28,5479840,119072,536624,7031286,N,N,N,N,N,Y,Y,Y,Y,N,N,Y
11602,11603,66,M,Bartın,2002-05-01,512608,908076,848312,4209275,N,N,Y,Y,N,N,N,Y,N,N,Y,N
11603,11604,41,F,Hatay,2022-08-28,2210330,499745,140608,2777347,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N
11604,11605,59,M,Samsun,1995-07-18,8085044,144245,862040,6049059,N,N,Y,N,Y,Y,N,Y,Y,Y,N,N
11605,11606,26,M,İzmir,2005-03-14,7183974,895939,821419,4747492,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y
11606,11607,45,F,Giresun,2012-01-28,1558409,98241,635445,7730046,N,N,N,Y,Y,Y,Y,Y,Y,N,N,Y
11607,11608,39,F,Eskişehir,1994-08-20,116019,287684,515177,1322844,N,Y,N,N,Y,Y,Y,N,N,Y,Y,N
11608,11609,77,M,Erzincan,2020-02-29,7572288,551306,286792,5988215,Y,Y,Y,N,Y,N,Y,N,N,N,N,N
11609,11610,31,M,Bolu,1990-12-18,6583910,75604,556852,684862,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N
11610,11611,35,F,Siirt,2010-10-24,5845491,696038,833515,3130819,N,N,Y,N,N,Y,N,Y,N,Y,Y,Y
11611,11612,52,M,Bolu,1982-11-12,9362609,103424,853126,7947181,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N
11612,11613,42,F,Niğde,1996-12-26,2588709,553852,995831,6382571,Y,N,N,N,Y,Y,Y,N,N,Y,Y,Y
11613,11614,36,M,Çanakkale,1993-04-15,1546209,263821,495513,3245978,N,N,N,Y,Y,N,N,N,N,N,Y,Y
11614,11615,34,M,İçel (Mersin),1982-10-24,4510647,261860,701390,4995059,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y
11615,11616,70,F,Yozgat,2016-11-22,6961828,310029,162607,3022712,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,Y
11616,11617,47,F,Çorum,1991-06-25,8748746,416012,630581,1289687,Y,N,Y,N,N,N,Y,Y,Y,Y,N,N
11617,11618,79,F,Yozgat,2017-04-16,2482279,587664,184913,5759692,Y,Y,N,Y,N,N,Y,Y,N,N,Y,Y
11618,11619,41,M,Düzce,1982-03-13,1589393,267391,422277,723978,Y,N,Y,Y,N,N,N,N,N,Y,Y,N
11619,11620,73,M,Ardahan,1999-07-29,841804,246618,241423,7361688,Y,Y,Y,N,Y,N,Y,N,N,Y,N,Y
11620,11621,35,F,Kilis,1992-12-14,9217952,74020,856753,3978535,N,Y,Y,Y,N,N,N,N,N,N,N,N
11621,11622,22,M,Uşak,2022-01-08,6931314,427080,300703,2079326,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N
11622,11623,58,M,Kilis,1982-08-20,7245415,824184,422289,2261198,Y,N,Y,N,N,N,Y,N,Y,Y,N,Y
11623,11624,36,M,Antalya,1995-12-30,1620232,2807,77354,7139595,Y,Y,Y,Y,N,Y,Y,N,N,N,N,Y
11624,11625,73,M,İzmir,2020-08-13,4461999,915750,966838,537423,N,N,Y,N,N,Y,Y,Y,Y,Y,N,Y
11625,11626,65,F,İstanbul,2007-01-12,426854,844848,185489,593135,N,Y,N,Y,N,N,N,N,Y,Y,N,Y
11626,11627,55,F,Bilecik,1982-06-11,2917015,661104,115024,6046955,N,Y,N,N,Y,Y,Y,N,N,Y,Y,N
11627,11628,18,M,Abroad,2015-05-27,6714641,678352,718543,1467418,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,N
11628,11629,48,F,Niğde,2013-03-29,1670701,997784,182282,9928562,Y,Y,N,N,N,Y,Y,N,Y,N,Y,Y
11629,11630,24,M,Nevşehir,2008-12-27,2048984,367700,560076,8460941,N,N,Y,N,Y,Y,N,N,N,N,Y,N
11630,11631,65,F,Gaziantep,2012-12-11,8407656,325177,452068,2013526,N,N,Y,Y,Y,N,Y,N,N,N,Y,N
11631,11632,19,M,Batman,2012-05-26,1022460,118499,817356,1801695,N,N,Y,N,Y,N,Y,N,N,N,Y,Y
11632,11633,20,F,Bartın,1984-04-28,7874316,622001,122642,9616516,N,N,Y,Y,N,N,Y,N,N,N,Y,N
11633,11634,48,M,Hakkari,2005-01-11,5896933,157550,936485,4979514,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y
11634,11635,29,F,İçel (Mersin),1994-07-04,9410562,469879,790083,7045530,N,N,N,N,N,Y,Y,N,N,N,N,Y
11635,11636,65,F,Sinop,2019-09-08,3623285,783029,715160,3188100,Y,N,N,Y,N,N,Y,N,Y,Y,Y,Y
11636,11637,64,F,Bartın,1989-05-08,933958,767417,26247,7760382,Y,Y,N,N,Y,N,N,Y,Y,Y,N,Y
11637,11638,44,M,Çorum,1990-05-30,5512099,837189,617264,3911617,N,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y
11638,11639,19,M,Sinop,2009-08-01,3926828,21274,897692,4374839,Y,N,Y,N,Y,N,N,N,N,N,N,N
11639,11640,31,M,Sinop,1993-11-25,4506387,298436,900919,1126984,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y
11640,11641,46,F,Aydın,1985-12-02,3157884,555440,632273,8507503,Y,N,N,N,N,Y,Y,Y,Y,Y,N,N
11641,11642,61,M,Ağrı,2004-12-11,2641646,341534,971046,8713927,N,N,Y,N,N,Y,N,N,N,Y,Y,Y
11642,11643,25,M,Batman,1990-03-21,2210385,573974,442541,3497377,Y,N,N,Y,N,Y,N,Y,Y,Y,N,Y
11643,11644,35,F,İçel (Mersin),1991-07-11,5839469,397144,55780,2737679,N,Y,N,N,Y,Y,N,Y,N,Y,Y,Y
11644,11645,47,F,Kars,2021-12-16,9090107,531806,687486,4021053,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y
11645,11646,76,M,Gümüşhane,1992-11-06,4470473,588637,780436,2282258,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,Y
11646,11647,50,M,Ardahan,2004-04-14,3975576,774175,801878,5417379,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y
11647,11648,55,F,Balıkesir,1986-10-20,4983017,172902,889041,1532632,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N
11648,11649,20,M,Düzce,1990-01-15,4278637,507983,749623,6872490,N,Y,N,N,Y,Y,Y,N,N,Y,N,N
11649,11650,29,M,Kahramanmaraş,1984-07-25,3264276,725648,692869,4848568,N,N,Y,Y,N,N,Y,N,N,N,Y,N
11650,11651,69,F,Yalova,2012-12-12,5041240,544678,482922,7422670,Y,N,N,N,Y,N,Y,Y,Y,N,N,Y
